genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16845,2,4,0.19409804,0.13037157,0.10686178,0.163240135,2.950269461,14,4182.20835,2644.360791,113,0,0,113,297.4442188,13.05015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,26063,6,2,0.21353346,0.11528309,0.068935566,0.163240135,2.950269461,6,1187.413684,3205.233167,258,0,0,258,431.1067188,34.860625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20501,2,6,0.2688432,0.10947981,0.0776901,0.163240135,2.950269461,2,2884.108936,3177.352917,113,0,0,113,219.8657813,35.8540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,246,8,3,0.28675833,0.25768894,0.09200603,0.163240135,2.950269461,1,1670.378351,2495.002759,300,0,0,300,401.1229688,45.56265625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,13008,3,6,0.3470603,0.14435688,0.124706835,0.163240135,2.950269461,26,3112.332898,1428.50531,494,0,0,494,735.2340625,33.59625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27794,6,3,0.20970862,0.14174353,0.1389946,0.163240135,2.950269461,16,4062.31145,1314.141919,230,0,0,230,296.6765625,12.23734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11115,9,19,0.15012014,0.10277803,0.100986086,0.163240135,2.950269461,9,4782.715503,1931.789978,276,0,1,277,311.8039063,62.08984375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27799,6,4,0.19341938,0.190182,0.083249144,0.163240135,2.950269461,8,4045.369556,1336.788422,640,0,0,640,707.4629688,92.9315625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20529,2,6,0.17641045,0.13367935,0.08369296,0.163240135,2.950269461,2,3097.867126,3051.456421,264,0,0,264,410.1090625,51.79421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5681,3,8,0.1675442,0.09355862,0.067494504,0.163240135,2.950269461,18,2463.157227,2609.337097,73,1,0,74,126.07625,11.6503125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27807,3,6,0.21839666,0.10110538,0.06640043,0.163240135,2.950269461,10,4063.153979,1013.060236,162,0,0,162,219.3690625,35.71859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,14943,13,17,0.12869765,0.1250695,0.09036994,0.163240135,2.950269461,20,4675.031958,3053.858875,248,0,0,248,135.288125,51.3878125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27822,6,4,0.17427623,0.1613364,0.120034076,0.163240135,2.950269461,1,4068.604688,1105.325909,270,0,0,270,328.6471875,30.2546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,3931,8,6,0.19570477,0.12297231,0.12055784,0.163240135,2.950269461,6,2185.90885,2025.84447,387,0,0,387,256.7132813,12.824375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,24237,2,6,0.19657895,0.1505068,0.08077191,0.163240135,2.950269461,23,5164.941162,1587.976703,370,0,0,370,590.6889063,35.3121875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18840,6,2,0.22140084,0.11184976,0.0800229,0.163240135,2.950269461,14,3115.088757,2473.138086,650,0,0,650,779.035625,52.78765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35060,6,2,0.24588,0.10202286,0.09590894,0.163240135,2.950269461,11,3893.939233,3122.355469,226,0,0,226,345.71625,45.5175,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,14951,2,6,0.20754069,0.13703528,0.08233991,0.163240135,2.950269461,13,4621.484033,3012.307861,316,0,0,317,414.8504688,56.67109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5729,3,8,0.13111131,0.119576424,0.111467,0.163240135,2.950269461,17,2358.192188,3310.157947,207,0,0,207,141.61,62.81234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11218,6,3,0.19007818,0.089564644,0.07289659,0.163240135,2.950269461,21,4649.673901,2309.684082,66,0,0,66,192.9075,30.0740625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22462,3,8,0.27783492,0.13306849,0.07599862,0.163240135,2.950269461,8,1228.668359,2361.670215,193,0,0,193,218.375625,44.84015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29761,4,6,0.13834257,0.12958848,0.12509288,0.163240135,2.950269461,13,5210.056323,3036.863232,215,0,0,215,244.7920313,15.6240625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20595,6,4,0.18347542,0.14263403,0.10424761,0.163240135,2.950269461,11,3117.734216,3107.957556,199,0,0,199,337.1817188,26.8228125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22468,4,11,0.11241627,0.099122345,0.06523263,0.163240135,2.950269461,8,1220.606433,2378.147266,72,0,0,72,71.88875,9.70859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29777,14,2,0.11675524,0.11320052,0.10108498,0.163240135,2.950269461,13,5333.092163,3029.782043,188,0,0,188,540.5203125,21.9459375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16985,6,4,0.15360667,0.10056731,0.098519996,0.163240135,2.950269461,15,4186.303125,3124.608301,215,0,0,215,537.5851563,23.25546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,354,2,6,0.20300837,0.12777637,0.11952748,0.163240135,2.950269461,1,3838.589624,3368.001111,295,0,0,295,545.9390625,61.45765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,24279,6,8,0.3066671,0.10303392,0.09166238,0.163240135,2.950269461,23,5099.646802,1358.787878,242,0,0,242,366.7139063,44.614375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35146,12,3,0.08796234,0.08647588,0.075315684,0.163240135,2.950269461,18,3860.657251,2731.663013,77,0,0,77,32.73828125,21.494375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,15067,10,6,0.14831793,0.10084657,0.084599614,0.163240135,2.950269461,9,4769.697388,2789.283923,217,1,0,218,260.6870313,51.839375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11267,3,4,0.14930043,0.1270462,0.08388735,0.163240135,2.950269461,23,4917.694092,1870.585205,161,0,0,161,185.5921875,18.3334375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27893,3,8,0.21839505,0.14574167,0.10556096,0.163240135,2.950269461,3,4051.706372,920.8417725,212,0,0,212,390.0145313,50.25890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,26738,6,3,0.28319666,0.08472437,0.06081702,0.163240135,2.950269461,14,5082.62771,2330.084497,122,0,0,122,218.9175,36.44109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29806,8,3,0.135214,0.12892283,0.10941786,0.163240135,2.950269461,1,5086.98811,3167.000806,104,0,0,104,65.025,23.97796875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27900,4,3,0.2467824,0.119142696,0.10508902,0.163240135,2.950269461,3,4028.030054,944.062793,170,0,0,170,259.3775,10.295625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,26250,3,6,0.16761686,0.15991944,0.109060615,0.163240135,2.950269461,10,891.5155273,3269.278882,537,0,0,537,608.4804688,83.81,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20677,6,3,0.21213287,0.07620242,0.07343924,0.163240135,2.950269461,14,3256.995178,3214.453674,141,0,0,141,131.0434375,17.38515625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35197,11,4,0.13872732,0.09870288,0.09229986,0.163240135,2.950269461,7,4037.030176,3326.323926,75,0,0,75,149.9639063,27.50015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29820,12,2,0.103930295,0.09971717,0.08184435,0.163240135,2.950269461,13,5106.324365,3228.78269,91,0,0,92,83.9003125,19.28171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35198,10,8,0.20301366,0.07065933,0.065148585,0.163240135,2.950269461,7,4050.063647,3332.467542,199,0,0,199,181.7990625,35.3121875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,26269,5,3,0.17925654,0.12510249,0.11626335,0.163240135,2.950269461,15,3985.123315,741.275589,59,0,0,59,538.6689063,19.2365625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18970,2,4,0.1428078,0.13398929,0.12323276,0.163240135,2.950269461,2,2647.797314,2445.423645,162,1,0,163,592.5854688,30.93203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20691,3,5,0.22923866,0.098513864,0.095100425,0.163240135,2.950269461,12,3234.265979,2901.220996,161,0,0,161,197.1521875,31.11265625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35225,6,8,0.17140666,0.14636318,0.13732646,0.163240135,2.950269461,1,4092.239087,3346.276099,248,0,0,249,292.97375,37.4796875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35231,6,3,0.29106545,0.12335022,0.07474843,0.163240135,2.950269461,26,4091.645996,3219.21106,278,0,0,278,478.6110938,34.0478125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27963,6,3,0.26679274,0.14011931,0.099936925,0.163240135,2.950269461,4,4079.4646,1507.925006,609,1,0,612,1016.19625,115.8257813,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27965,6,3,0.22944705,0.15986627,0.07626556,0.163240135,2.950269461,4,4012.973267,1517.243671,281,0,1,282,304.3982813,38.78921875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,9502,3,6,0.21737327,0.13506584,0.1098465,0.163240135,2.950269461,1,4619.545386,898.6838745,185,0,0,186,503.3115625,7.4959375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18981,6,4,0.21161678,0.13232553,0.10137341,0.163240135,2.950269461,4,2611.242957,2140.291077,233,0,0,233,259.2420313,21.08796875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,9544,3,6,0.19401364,0.13604753,0.08350691,0.163240135,2.950269461,26,4445.334399,1087.189636,102,0,0,102,174.0321875,23.43609375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,15153,3,4,0.12277692,0.10512929,0.10077043,0.163240135,2.950269461,17,4744.69917,2729.110938,178,0,0,178,399.361875,56.535625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11361,3,6,0.16672914,0.10761726,0.10595421,0.163240135,2.950269461,2,4817.896704,2363.555115,43,0,0,43,98.57609375,13.6371875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,24435,2,6,0.25952074,0.07459362,0.071464226,0.163240135,2.950269461,6,5092.447534,876.3090149,351,0,0,351,589.7857813,24.79078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22596,8,4,0.1579647,0.13565542,0.13551652,0.163240135,2.950269461,8,1269.214252,2032.306006,111,0,0,111,168.2973438,16.25625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,2428,3,8,0.20180598,0.19719085,0.1375834,0.163240135,2.950269461,3,1343.193408,1717.231592,570,0,0,570,542.7329688,76.08828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,31683,12,8,0.20402642,0.112378724,0.089993194,0.163240135,2.950269461,16,3788.537573,2234.960864,348,0,0,348,194.9846875,70.94046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,33399,8,3,0.20249379,0.16030501,0.15157019,0.163240135,2.950269461,9,2073.658215,1487.559454,347,0,0,350,473.8245313,30.2546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,19043,6,4,0.18942437,0.1531695,0.08167482,0.163240135,2.950269461,2,2511.647693,2420.429578,155,0,0,155,401.9357813,21.2234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11390,6,10,0.23377095,0.11281971,0.07544978,0.163240135,2.950269461,2,4572.787915,2353.27439,95,0,0,95,347.0709375,34.499375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11391,6,8,0.17518274,0.106081374,0.09048826,0.163240135,2.950269461,21,4542.194556,2332.744275,130,0,0,130,211.8279688,43.891875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,4145,3,10,0.16102436,0.10659755,0.09595139,0.163240135,2.950269461,4,2015.054907,2269.58114,191,0,0,191,189.9271875,18.92046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35280,6,4,0.18251699,0.16493098,0.08375686,0.163240135,2.950269461,7,3634.103613,2837.700305,501,1,0,504,443.6601563,36.35078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,28057,8,4,0.15739883,0.12718616,0.12206203,0.163240135,2.950269461,3,3970.286084,900.3088562,378,0,1,379,400.5810938,62.27046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,17221,13,17,0.1339649,0.085791774,0.08410383,0.163240135,2.950269461,7,4142.460889,2933.16842,137,0,0,137,66.9215625,26.77765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,35293,3,6,0.19084957,0.102349594,0.084770076,0.163240135,2.950269461,7,3716.519165,2879.881555,318,0,0,318,262.086875,31.1578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
